product_id,name,category_id,price
237,Сок 237,37,1420.99
238,Шоколад 238,38,467.03
239,Перец 239,39,2789.31
240,Тушёнка 240,40,3020.04
241,Фильтр 241,41,3057.59
242,Шампунь 242,42,3905.9
243,Видеорегистратор 243,43,3467.86
244,Зимняя шина 244,44,4247.07
245,Батарея 245,45,3309.11
246,LEGO 246,46,1543.16
247,Монополия 247,47,2612.86
248,Кубик Рубика 248,48,2572.14
249,Техник 249,49,3751.83
250,Barbie 250,50,1512.93
251,iPhone 251,1,320.12
252,Galaxy 252,2,4494.67
253,ThinkPad 253,3,4775.62
254,iPad 254,4,2499.69
255,Bravia 255,5,608.08
256,Sony 256,6,2522.93
257,Cherry 257,7,2989.95
258,Logitech 258,8,2665.02
259,Dell 259,9,4889.6
260,HP 260,10,4935.07
261,Куртка 261,11,4672.93
262,Платье 262,12,703.32
263,Кроссовки 263,13,4311.03
264,Часы 264,14,2863.48
265,Рюкзак 265,15,1858.79
266,Роман 266,16,3430.56
267,Учебник 267,17,3825.49
268,Монография 268,18,4774.54
269,Подписка 269,19,3863.32
270,Альбом 270,20,132.61
271,Диван 271,21,384.29
272,Люстра 272,22,1347.82
273,Плед 273,23,247.14
274,Ваза 274,24,349.32
275,Сервиз 275,25,3956.99
276,Гантели 276,26,2557.72
277,Коврик 277,27,3161.42
278,Велосипед 278,28,2530.19
279,Палатка 279,29,2106.39
280,Удочка 280,30,3523.96
281,Крем 281,31,458.02
282,Витамины 282,32,2706.0
283,Духи 283,33,3099.43
284,Помада 284,34,1423.47
285,Сыворотка 285,35,1584.04
286,Кофе 286,36,2580.96
287,Сок 287,37,1055.83
288,Шоколад 288,38,4049.9
289,Перец 289,39,2705.13
290,Тушёнка 290,40,1984.12
291,Фильтр 291,41,3189.76
292,Шампунь 292,42,4180.91
293,Видеорегистратор 293,43,3421.23
294,Зимняя шина 294,44,377.27
295,Батарея 295,45,3508.45
296,LEGO 296,46,3663.29
297,Монополия 297,47,4240.02
298,Кубик Рубика 298,48,336.63
299,Техник 299,49,476.75
300,Barbie 300,50,2200.69
301,iPhone 301,1,2294.19
302,Galaxy 302,2,3063.72
303,ThinkPad 303,3,1580.99
304,iPad 304,4,3721.38
305,Bravia 305,5,3716.26
306,Sony 306,6,641.24
307,Cherry 307,7,3554.11
308,Logitech 308,8,3522.42
309,Dell 309,9,860.97
310,HP 310,10,4767.43
311,Куртка 311,11,2638.88
312,Платье 312,12,3925.79
313,Кроссовки 313,13,3617.79
314,Часы 314,14,876.47
315,Рюкзак 315,15,678.31
316,Роман 316,16,3916.56
317,Учебник 317,17,1380.38
318,Монография 318,18,4437.75
319,Подписка 319,19,3868.58
320,Альбом 320,20,195.31
321,Диван 321,21,4045.18
322,Люстра 322,22,1396.3
323,Плед 323,23,366.17
324,Ваза 324,24,3576.0
325,Сервиз 325,25,2904.43
326,Гантели 326,26,431.5
327,Коврик 327,27,2303.23
328,Велосипед 328,28,1832.61
329,Палатка 329,29,2523.07
330,Удочка 330,30,2856.09
331,Крем 331,31,1870.05
332,Витамины 332,32,1312.82
333,Духи 333,33,559.38
334,Помада 334,34,2890.87
335,Сыворотка 335,35,3627.75
336,Кофе 336,36,1180.6
337,Сок 337,37,2568.68
338,Шоколад 338,38,267.99
339,Перец 339,39,4321.5
340,Тушёнка 340,40,1260.53
341,Фильтр 341,41,2385.23
342,Шампунь 342,42,1945.75
343,Видеорегистратор 343,43,792.92
344,Зимняя шина 344,44,4659.24
345,Батарея 345,45,4294.55
346,LEGO 346,46,2786.68
347,Монополия 347,47,4574.04
348,Кубик Рубика 348,48,3716.3
349,Техник 349,49,2125.88
350,Barbie 350,50,1642.92
351,iPhone 351,1,2110.47
352,Galaxy 352,2,3615.43
353,ThinkPad 353,3,1392.73
354,iPad 354,4,435.54
355,Bravia 355,5,1895.4
356,Sony 356,6,2535.1
357,Cherry 357,7,4514.61
358,Logitech 358,8,937.75
359,Dell 359,9,4031.47
360,HP 360,10,4908.0
361,Куртка 361,11,4772.69
362,Платье 362,12,391.19
363,Кроссовки 363,13,2352.22
364,Часы 364,14,1447.42
365,Рюкзак 365,15,4231.99
366,Роман 366,16,1670.14
367,Учебник 367,17,2787.8
368,Монография 368,18,89.45
369,Подписка 369,19,1043.32
370,Альбом 370,20,2840.84
371,Диван 371,21,1554.35
372,Люстра 372,22,3132.45
373,Плед 373,23,2346.44
374,Ваза 374,24,2978.87
375,Сервиз 375,25,2492.14
376,Гантели 376,26,3874.44
377,Коврик 377,27,1017.34
378,Велосипед 378,28,4507.19
379,Палатка 379,29,3814.39
380,Удочка 380,30,1263.38
381,Крем 381,31,81.57
382,Витамины 382,32,2079.68
383,Духи 383,33,1203.34
384,Помада 384,34,1764.8
385,Сыворотка 385,35,4205.89
386,Кофе 386,36,4392.13
387,Сок 387,37,4757.4
388,Шоколад 388,38,57.24
389,Перец 389,39,3303.65
390,Тушёнка 390,40,4252.58
391,Фильтр 391,41,3649.71
392,Шампунь 392,42,564.55
393,Видеорегистратор 393,43,2672.58
394,Зимняя шина 394,44,1228.93
395,Батарея 395,45,2485.54
396,LEGO 396,46,346.48
397,Монополия 397,47,4984.95
398,Кубик Рубика 398,48,3572.68
399,Техник 399,49,510.48
400,Barbie 400,50,4610.31
401,iPhone 401,1,4491.57
402,Galaxy 402,2,2622.81
403,ThinkPad 403,3,3519.19
404,iPad 404,4,1893.84
405,Bravia 405,5,4874.05
406,Sony 406,6,470.27
407,Cherry 407,7,523.11
408,Logitech 408,8,710.89
409,Dell 409,9,4108.82
410,HP 410,10,420.41
411,Куртка 411,11,2860.71
412,Платье 412,12,2203.17
413,Кроссовки 413,13,4822.88
414,Часы 414,14,1222.02
415,Рюкзак 415,15,1341.91
416,Роман 416,16,1609.29
417,Учебник 417,17,4014.04
418,Монография 418,18,3518.59
419,Подписка 419,19,3690.0
420,Альбом 420,20,1624.39
421,Диван 421,21,1396.18
422,Люстра 422,22,419.7
423,Плед 423,23,1053.43
424,Ваза 424,24,3910.69
425,Сервиз 425,25,2944.3
426,Гантели 426,26,819.28
427,Коврик 427,27,863.66
428,Велосипед 428,28,2356.97
429,Палатка 429,29,2062.24
430,Удочка 430,30,2702.83
431,Крем 431,31,4824.94
432,Витамины 432,32,1077.8
433,Духи 433,33,1576.12
434,Помада 434,34,1361.79
435,Сыворотка 435,35,643.57
436,Кофе 436,36,830.2
437,Сок 437,37,3445.97
438,Шоколад 438,38,4140.61
439,Перец 439,39,3499.55
440,Тушёнка 440,40,249.63
441,Фильтр 441,41,4187.83
442,Шампунь 442,42,1672.58
443,Видеорегистратор 443,43,501.5
444,Зимняя шина 444,44,1278.68
445,Батарея 445,45,1810.93
446,LEGO 446,46,2591.63
447,Монополия 447,47,3402.06
448,Кубик Рубика 448,48,1337.83
449,Техник 449,49,4953.85
450,Barbie 450,50,203.86
451,iPhone 451,1,2051.74
452,Galaxy 452,2,2288.4
453,ThinkPad 453,3,3752.99
454,iPad 454,4,1286.77
455,Bravia 455,5,2337.11
456,Sony 456,6,4029.29
457,Cherry 457,7,741.98
458,Logitech 458,8,109.19
459,Dell 459,9,4160.34
460,HP 460,10,4913.71
461,Куртка 461,11,697.04
462,Платье 462,12,4127.18
463,Кроссовки 463,13,1892.59
464,Часы 464,14,3169.97
465,Рюкзак 465,15,3241.19
466,Роман 466,16,2932.5
467,Учебник 467,17,1331.16
468,Монография 468,18,4073.1
469,Подписка 469,19,157.91
470,Альбом 470,20,369.14
471,Диван 471,21,4517.36
472,Люстра 472,22,2244.99
473,Плед 473,23,687.52
474,Ваза 474,24,4530.14
475,Сервиз 475,25,4155.31
476,Гантели 476,26,1691.17
477,Коврик 477,27,261.35
478,Велосипед 478,28,2331.92
479,Палатка 479,29,881.55
480,Удочка 480,30,2890.73
481,Крем 481,31,4117.34
482,Витамины 482,32,2005.24
483,Духи 483,33,195.94
484,Помада 484,34,3431.9
485,Сыворотка 485,35,905.4
486,Кофе 486,36,1112.84
487,Сок 487,37,976.4
488,Шоколад 488,38,1435.28
489,Перец 489,39,4422.95
490,Тушёнка 490,40,221.51
491,Фильтр 491,41,3114.92
492,Шампунь 492,42,1266.63
493,Видеорегистратор 493,43,1510.77
494,Зимняя шина 494,44,2089.36
495,Батарея 495,45,2775.91
496,LEGO 496,46,351.85
497,Монополия 497,47,1434.89
498,Кубик Рубика 498,48,729.32
499,Техник 499,49,1037.32
500,Barbie 500,50,4429.03
501,iPhone 501,1,2652.78
502,Galaxy 502,2,3172.23
503,ThinkPad 503,3,4020.73
504,iPad 504,4,3984.49
505,Bravia 505,5,4947.55
506,Sony 506,6,3920.48
507,Cherry 507,7,1827.6
508,Logitech 508,8,2745.36
509,Dell 509,9,2449.16
510,HP 510,10,4567.75
511,Куртка 511,11,2536.85
512,Платье 512,12,1972.49
513,Кроссовки 513,13,940.09
514,Часы 514,14,1628.44
515,Рюкзак 515,15,1134.15
516,Роман 516,16,4484.04
517,Учебник 517,17,3903.76
518,Монография 518,18,340.03
519,Подписка 519,19,4958.08
520,Альбом 520,20,2670.69
521,Диван 521,21,3845.87
522,Люстра 522,22,4998.05
523,Плед 523,23,4871.2
524,Ваза 524,24,545.66
525,Сервиз 525,25,3301.48
526,Гантели 526,26,1369.31
527,Коврик 527,27,4090.61
528,Велосипед 528,28,4590.43
529,Палатка 529,29,326.75
530,Удочка 530,30,4982.14
531,Крем 531,31,1136.09
532,Витамины 532,32,4240.2
533,Духи 533,33,3997.08
534,Помада 534,34,1806.28
535,Сыворотка 535,35,4204.15
536,Кофе 536,36,4233.84
537,Сок 537,37,921.7
538,Шоколад 538,38,2982.97
539,Перец 539,39,4040.74
540,Тушёнка 540,40,3503.25
541,Фильтр 541,41,4574.2
542,Шампунь 542,42,189.62
543,Видеорегистратор 543,43,3517.78
544,Зимняя шина 544,44,4740.42
545,Батарея 545,45,2839.85
546,LEGO 546,46,2837.39
547,Монополия 547,47,981.76
548,Кубик Рубика 548,48,4940.63
549,Техник 549,49,4414.05
550,Barbie 550,50,2486.52
551,iPhone 551,1,1579.81
552,Galaxy 552,2,2477.66
553,ThinkPad 553,3,496.77
554,iPad 554,4,1201.49
555,Bravia 555,5,1133.1
556,Sony 556,6,2655.92
557,Cherry 557,7,53.38
558,Logitech 558,8,4593.59
559,Dell 559,9,1047.25
560,HP 560,10,695.92
561,Куртка 561,11,3598.84
562,Платье 562,12,4597.96
563,Кроссовки 563,13,4229.21
564,Часы 564,14,1651.76
565,Рюкзак 565,15,158.47
566,Роман 566,16,2953.72
567,Учебник 567,17,4590.26
568,Монография 568,18,3883.11
569,Подписка 569,19,4240.08
570,Альбом 570,20,4310.31
571,Диван 571,21,4804.77
572,Люстра 572,22,1899.27
573,Плед 573,23,4712.52
574,Ваза 574,24,2008.2
575,Сервиз 575,25,550.11
576,Гантели 576,26,1543.74
577,Коврик 577,27,725.44
578,Велосипед 578,28,829.64
579,Палатка 579,29,4746.03
580,Удочка 580,30,3969.62
581,Крем 581,31,4805.28
582,Витамины 582,32,3263.44
583,Духи 583,33,912.3
584,Помада 584,34,4845.28
585,Сыворотка 585,35,3483.12
586,Кофе 586,36,4647.78
587,Сок 587,37,3945.61
588,Шоколад 588,38,1155.02
589,Перец 589,39,2965.3
590,Тушёнка 590,40,917.99
591,Фильтр 591,41,1568.77
592,Шампунь 592,42,3458.07
593,Видеорегистратор 593,43,680.37
594,Зимняя шина 594,44,3657.71
595,Батарея 595,45,4746.5
596,LEGO 596,46,4746.06
597,Монополия 597,47,1988.43
598,Кубик Рубика 598,48,4971.7
599,Техник 599,49,4827.66
600,Barbie 600,50,210.29
601,iPhone 601,1,3031.82
602,Galaxy 602,2,4609.14
603,ThinkPad 603,3,4839.28
604,iPad 604,4,1143.43
605,Bravia 605,5,2849.47
606,Sony 606,6,4686.6
607,Cherry 607,7,746.18
608,Logitech 608,8,3739.45
609,Dell 609,9,1228.08
610,HP 610,10,4912.78
611,Куртка 611,11,881.04
612,Платье 612,12,4432.34
613,Кроссовки 613,13,489.19
614,Часы 614,14,3559.38
615,Рюкзак 615,15,3213.56
616,Роман 616,16,4438.93
617,Учебник 617,17,2260.82
618,Монография 618,18,1362.8
619,Подписка 619,19,1285.23
620,Альбом 620,20,385.58
621,Диван 621,21,1320.46
622,Люстра 622,22,584.77
623,Плед 623,23,56.34
624,Ваза 624,24,1960.39
625,Сервиз 625,25,3676.29
626,Гантели 626,26,4847.05
627,Коврик 627,27,4428.53
628,Велосипед 628,28,2490.76
629,Палатка 629,29,1924.63
630,Удочка 630,30,2752.82
631,Крем 631,31,552.07
632,Витамины 632,32,2423.47
633,Духи 633,33,4327.05
634,Помада 634,34,3272.3
635,Сыворотка 635,35,3451.44
636,Кофе 636,36,855.15
637,Сок 637,37,414.86
638,Шоколад 638,38,4236.52
639,Перец 639,39,1509.8
640,Тушёнка 640,40,1627.65
641,Фильтр 641,41,4760.73
642,Шампунь 642,42,417.29
643,Видеорегистратор 643,43,892.02
644,Зимняя шина 644,44,1908.52
645,Батарея 645,45,3673.33
646,LEGO 646,46,2757.88
647,Монополия 647,47,4495.71
648,Кубик Рубика 648,48,510.87
649,Техник 649,49,2990.45
650,Barbie 650,50,3087.54
651,iPhone 651,1,2439.55
652,Galaxy 652,2,203.42
653,ThinkPad 653,3,4715.09
654,iPad 654,4,866.74
655,Bravia 655,5,4454.28
656,Sony 656,6,827.66
657,Cherry 657,7,551.23
658,Logitech 658,8,1067.47
659,Dell 659,9,990.42
660,HP 660,10,3501.12
661,Куртка 661,11,3624.09
662,Платье 662,12,3663.37
663,Кроссовки 663,13,1363.06
664,Часы 664,14,1443.54
665,Рюкзак 665,15,1225.86
666,Роман 666,16,295.7
667,Учебник 667,17,2880.26
668,Монография 668,18,4207.28
669,Подписка 669,19,810.27
670,Альбом 670,20,1836.1
671,Диван 671,21,2166.65
672,Люстра 672,22,1508.02
673,Плед 673,23,3327.0
674,Ваза 674,24,3021.07
675,Сервиз 675,25,1038.39
676,Гантели 676,26,177.39
677,Коврик 677,27,895.62
678,Велосипед 678,28,1494.47
679,Палатка 679,29,455.58
680,Удочка 680,30,4226.66
681,Крем 681,31,1576.35
682,Витамины 682,32,2017.46
683,Духи 683,33,2471.03
684,Помада 684,34,3322.15
685,Сыворотка 685,35,501.13
686,Кофе 686,36,2743.42
687,Сок 687,37,965.16
688,Шоколад 688,38,4433.19
689,Перец 689,39,1878.54
690,Тушёнка 690,40,2256.59
691,Фильтр 691,41,1353.32
692,Шампунь 692,42,2352.04
693,Видеорегистратор 693,43,1169.9
694,Зимняя шина 694,44,1379.38
695,Батарея 695,45,355.11
696,LEGO 696,46,3773.56
697,Монополия 697,47,3353.97
698,Кубик Рубика 698,48,474.25
699,Техник 699,49,1751.77
700,Barbie 700,50,2730.17
701,iPhone 701,1,4854.99
702,Galaxy 702,2,2969.15
703,ThinkPad 703,3,2790.33
704,iPad 704,4,4211.95
705,Bravia 705,5,4101.11
706,Sony 706,6,2122.23
707,Cherry 707,7,2700.8
708,Logitech 708,8,4341.13
709,Dell 709,9,2400.38
710,HP 710,10,4414.19
711,Куртка 711,11,2407.5
712,Платье 712,12,440.83
713,Кроссовки 713,13,4518.75
714,Часы 714,14,3585.81
715,Рюкзак 715,15,2535.4
716,Роман 716,16,4507.25
717,Учебник 717,17,4012.23
718,Монография 718,18,3403.8
719,Подписка 719,19,3120.35
720,Альбом 720,20,645.4
721,Диван 721,21,3798.08
722,Люстра 722,22,905.75
723,Плед 723,23,4922.62
724,Ваза 724,24,4862.22
725,Сервиз 725,25,4051.88
726,Гантели 726,26,674.62
727,Коврик 727,27,2145.71
728,Велосипед 728,28,4941.99
729,Палатка 729,29,2205.2
730,Удочка 730,30,4986.48
731,Крем 731,31,3154.77
732,Витамины 732,32,4178.84
733,Духи 733,33,1326.54
734,Помада 734,34,4558.48
735,Сыворотка 735,35,4575.16
736,Кофе 736,36,381.71
737,Сок 737,37,1971.09
738,Шоколад 738,38,2016.91
739,Перец 739,39,1664.33
740,Тушёнка 740,40,1417.19
741,Фильтр 741,41,2317.88
742,Шампунь 742,42,4373.66
743,Видеорегистратор 743,43,3943.43
744,Зимняя шина 744,44,3134.14
745,Батарея 745,45,2636.68
746,LEGO 746,46,2126.99
747,Монополия 747,47,2101.49
748,Кубик Рубика 748,48,783.59
749,Техник 749,49,2960.27
750,Barbie 750,50,3803.97
751,iPhone 751,1,4701.27
752,Galaxy 752,2,4628.39
753,ThinkPad 753,3,2835.28
754,iPad 754,4,549.9
755,Bravia 755,5,1466.16
756,Sony 756,6,2701.39
757,Cherry 757,7,1752.15
758,Logitech 758,8,2083.91
759,Dell 759,9,1946.07
760,HP 760,10,2453.64
761,Куртка 761,11,3064.36
762,Платье 762,12,235.46
763,Кроссовки 763,13,1413.3
764,Часы 764,14,762.07
765,Рюкзак 765,15,3062.84
766,Роман 766,16,3483.62
767,Учебник 767,17,241.97
768,Монография 768,18,4453.39
769,Подписка 769,19,1690.9
770,Альбом 770,20,1226.02
771,Диван 771,21,3741.46
772,Люстра 772,22,4608.13
773,Плед 773,23,4490.31
774,Ваза 774,24,150.15
775,Сервиз 775,25,4096.06
776,Гантели 776,26,1550.12
777,Коврик 777,27,1437.72
778,Велосипед 778,28,2483.52
779,Палатка 779,29,3496.11
780,Удочка 780,30,536.18
781,Крем 781,31,4351.06
782,Витамины 782,32,715.21
783,Духи 783,33,4872.39
784,Помада 784,34,2243.4
785,Сыворотка 785,35,4137.83
786,Кофе 786,36,1383.63
787,Сок 787,37,2113.03
788,Шоколад 788,38,3245.5
789,Перец 789,39,980.28
790,Тушёнка 790,40,1096.38
791,Фильтр 791,41,4128.65
792,Шампунь 792,42,3717.68
793,Видеорегистратор 793,43,3809.49
794,Зимняя шина 794,44,4342.59
795,Батарея 795,45,4114.04
796,LEGO 796,46,2600.59
797,Монополия 797,47,836.91
798,Кубик Рубика 798,48,1590.06
799,Техник 799,49,2558.64
800,Barbie 800,50,721.47
801,iPhone 801,1,4263.91
802,Galaxy 802,2,4402.7
803,ThinkPad 803,3,193.29
804,iPad 804,4,1004.18
805,Bravia 805,5,4173.0
806,Sony 806,6,4193.03
807,Cherry 807,7,1284.98
808,Logitech 808,8,2309.42
809,Dell 809,9,4594.25
810,HP 810,10,3537.94
811,Куртка 811,11,1406.19
812,Платье 812,12,4126.36
813,Кроссовки 813,13,2550.38
814,Часы 814,14,3195.28
815,Рюкзак 815,15,663.17
816,Роман 816,16,201.29
817,Учебник 817,17,1893.71
818,Монография 818,18,2990.52
819,Подписка 819,19,929.04
820,Альбом 820,20,4358.88
821,Диван 821,21,2955.06
822,Люстра 822,22,1781.31
823,Плед 823,23,859.39
824,Ваза 824,24,4477.74
825,Сервиз 825,25,3757.36
826,Гантели 826,26,3459.81
827,Коврик 827,27,1461.09
828,Велосипед 828,28,1963.5
829,Палатка 829,29,856.39
830,Удочка 830,30,2882.68
831,Крем 831,31,4826.34
832,Витамины 832,32,4292.7
833,Духи 833,33,3254.53
834,Помада 834,34,3404.59
835,Сыворотка 835,35,1381.96
836,Кофе 836,36,2077.06
837,Сок 837,37,149.26
838,Шоколад 838,38,3912.5
839,Перец 839,39,3849.49
840,Тушёнка 840,40,94.05
841,Фильтр 841,41,4562.0
842,Шампунь 842,42,3254.49
843,Видеорегистратор 843,43,3025.65
844,Зимняя шина 844,44,91.9
845,Батарея 845,45,1299.33
846,LEGO 846,46,4035.17
847,Монополия 847,47,1562.03
848,Кубик Рубика 848,48,4836.77
849,Техник 849,49,3231.56
850,Barbie 850,50,2147.84
851,iPhone 851,1,1913.55
852,Galaxy 852,2,1776.11
853,ThinkPad 853,3,1297.39
854,iPad 854,4,2360.16
855,Bravia 855,5,3402.12
856,Sony 856,6,4130.34
857,Cherry 857,7,2015.91
858,Logitech 858,8,556.44
859,Dell 859,9,2581.99
860,HP 860,10,3328.66
861,Куртка 861,11,4224.26
862,Платье 862,12,1902.44
863,Кроссовки 863,13,3254.34
864,Часы 864,14,3064.8
865,Рюкзак 865,15,1527.46
866,Роман 866,16,585.12
867,Учебник 867,17,365.99
868,Монография 868,18,4942.39
869,Подписка 869,19,3220.94
870,Альбом 870,20,4314.38
871,Диван 871,21,1342.68
872,Люстра 872,22,3569.91
873,Плед 873,23,4467.25
874,Ваза 874,24,1529.02
