order_item_id,order_id,product_id,quantity,price
205,76,1354,8,731.65
206,76,1554,5,1399.84
207,76,504,3,2428.09
208,76,554,7,365.53
209,76,904,10,1703.53
210,77,335,1,2309.05
211,77,1126,2,4366.82
212,77,974,4,3074.21
213,77,568,5,1940.06
214,78,335,9,4706.11
215,79,1027,10,3066.09
216,80,1102,6,2697.96
217,81,947,10,1116.69
218,81,97,10,3158.22
219,81,397,6,1998.76
220,81,1347,8,4195.74
221,82,1520,8,3899.65
222,82,1620,2,2617.93
223,82,1620,3,2061.34
224,82,170,8,3687.37
225,83,1826,2,1246.86
226,83,1576,4,754.95
227,83,1526,7,692.64
228,83,776,10,2602.78
229,83,1576,5,184.77
230,84,1624,1,3899.77
231,84,574,4,2001.03
232,84,974,5,4820.73
233,85,1978,6,1471.96
234,85,1154,3,589.24
235,86,1804,9,3097.93
236,86,1304,5,4593.55
237,86,1654,3,2686.55
238,86,1404,1,3959.79
239,87,702,9,2160.27
240,87,1702,7,3013.41
241,87,602,1,4640.57
242,87,552,10,888.57
243,87,702,4,981.31
244,88,20,6,3204.46
245,88,520,6,2594.44
246,88,1920,5,3491.19
247,89,834,3,2427.86
248,89,1684,10,3726.67
249,90,464,6,2207.65
250,90,490,10,1588.03
251,91,536,8,1999.0
252,91,1586,7,465.67
253,92,1723,6,312.59
254,92,1703,7,1442.64
255,93,635,8,4444.34
256,94,1674,7,1878.8
257,94,424,6,1443.14
258,95,1643,4,3816.18
259,96,927,10,4720.06
260,96,327,9,3107.38
261,96,527,9,4496.01
262,96,1327,2,4468.43
263,96,177,4,4145.41
264,97,541,7,670.59
265,97,391,9,3358.34
266,98,1325,9,469.06
267,98,5,4,3921.75
268,98,1017,9,1454.44
269,98,1421,8,3985.69
270,99,549,1,2342.83
271,100,1733,9,4429.25
272,100,633,3,3365.89
273,100,733,1,3803.15
274,101,856,2,699.14
275,101,1460,7,3103.27
276,101,720,7,587.82
277,102,1479,4,3213.93
278,102,715,3,1674.57
279,102,1580,1,1198.57
280,102,1213,6,2698.97
281,102,931,7,1581.41
282,103,556,9,131.3
283,103,1827,6,1308.17
284,103,1708,1,352.85
285,103,1554,3,3909.15
286,103,262,4,581.96
287,104,98,9,2507.72
288,104,1958,1,4408.55
289,104,968,6,3438.47
290,105,453,10,837.34
291,105,503,7,753.83
292,105,1453,6,3422.72
293,105,1253,6,3548.95
294,105,1853,7,4103.84
295,106,732,4,2991.78
296,106,1582,10,2923.23
297,106,1482,5,1077.23
298,106,882,1,2912.85
299,106,1382,6,443.26
300,107,1523,1,3410.32
301,107,1073,10,1733.52
302,107,1073,3,3643.91
303,107,373,9,1249.13
304,107,1773,8,2616.24
305,108,1105,9,2189.22
306,109,1738,1,4171.26
307,109,1388,5,1740.29
308,109,588,7,828.96
309,110,1275,3,2265.17
310,110,25,9,4045.8
311,110,425,9,2263.9
312,111,122,6,4436.04
313,111,1172,3,275.95
314,111,1722,7,3976.09
315,111,1322,10,4560.49
316,111,72,8,4905.32
317,112,791,9,1294.41
318,112,541,8,991.21
319,113,1270,5,114.5
320,113,520,8,1215.86
321,114,1806,10,3757.55
322,115,112,4,3798.71
323,116,1251,2,3688.12
324,116,1395,10,4037.06
325,116,1988,5,4642.67
326,116,1330,7,458.64
327,117,527,4,1765.51
328,117,127,8,1741.17
329,117,77,6,719.13
330,117,1377,1,2741.35
331,118,1846,4,106.61
332,119,175,9,1144.97
333,120,1887,1,4203.66
334,121,798,1,2771.71
335,121,798,1,4024.1
336,121,1398,3,2803.29
337,121,448,4,527.29
338,122,1709,5,2397.27
339,122,609,1,1934.86
340,122,1659,7,353.47
341,122,509,8,4798.99
342,123,1080,3,408.38
343,123,1780,2,2739.75
344,124,1611,1,2543.72
345,125,1435,8,351.72
346,125,1485,6,3848.61
347,125,1335,5,2351.51
348,126,1105,6,2276.81
349,126,1290,1,4437.68
350,126,759,4,2022.4
351,126,931,8,4359.89
352,127,1499,10,4886.97
353,127,599,1,4100.78
354,127,999,10,3594.84
355,128,446,9,1447.66
356,128,1521,7,1606.72
357,128,1689,4,3866.02
358,128,1929,9,72.07
359,128,990,6,4205.07
360,129,14,9,911.78
361,129,1214,8,4250.86
362,130,1926,8,1780.09
363,131,1613,5,3960.02
364,131,1563,2,4744.97
365,131,863,4,2668.57
366,132,1731,4,310.86
367,132,281,6,2559.44
368,132,1981,2,2399.77
369,133,1960,4,4334.6
370,133,462,9,3845.02
371,134,1534,5,2789.28
372,135,1045,7,4408.69
373,136,750,1,1547.8
374,137,1371,8,678.01
375,137,1571,2,711.02
376,138,1058,2,53.92
377,139,1976,7,4506.49
378,139,1743,4,4568.65
379,139,1351,3,471.98
380,139,1787,3,4663.95
381,139,930,8,1049.78
382,140,901,7,1406.76
383,140,1,5,549.21
384,140,751,8,4437.54
385,140,801,6,4380.59
386,141,687,3,1746.82
387,141,1287,6,2323.86
388,141,587,7,2714.92
389,142,1432,7,3151.12
390,142,1632,7,218.33
391,142,432,3,4872.11
392,142,1682,4,3300.11
393,142,732,1,544.25
394,143,723,1,3410.48
395,144,200,10,4732.61
396,145,1304,8,797.19
397,145,954,10,2121.89
398,146,1242,6,3449.16
399,147,1050,7,672.24
400,147,600,10,3433.25
401,148,1486,9,481.09
402,149,1693,9,337.03
403,149,1843,2,3212.58
404,149,93,4,1352.14
405,149,1893,4,1406.85
406,150,616,10,3163.53
407,150,1066,4,1457.65
408,150,1366,3,1509.23
409,150,1866,5,515.77
410,150,966,7,2345.64
411,151,985,1,3105.31
412,151,585,5,2523.89
413,152,263,5,2636.33
414,152,1063,1,3039.97
415,153,222,9,3562.31
416,153,1322,1,2804.62
417,154,760,4,555.29
418,154,860,3,1721.21
419,154,1810,2,696.64
420,155,806,5,3997.43
421,155,825,10,2239.5
422,155,457,5,1343.11
423,155,545,8,2155.36
424,155,15,3,4256.42
425,156,840,2,2090.51
426,156,1590,3,379.33
427,157,457,9,1520.51
428,157,1357,5,3229.86
429,157,257,1,3572.88
430,158,702,6,3560.67
431,158,1752,1,2449.25
432,158,502,7,1596.4
433,159,458,1,2502.24
434,159,1308,4,1022.71
435,159,208,10,1466.45
436,159,908,3,3204.17
437,160,743,5,4139.24
438,160,260,9,2706.92
439,161,1359,4,1580.62
440,161,388,8,2148.39
441,161,1803,6,1591.45
442,161,747,2,4046.69
443,162,1200,2,211.38
444,163,950,4,2862.45
445,164,1037,4,4706.24
446,165,1119,2,716.61
447,165,1769,8,413.76
448,165,19,8,4899.25
449,166,789,9,4978.21
450,167,1233,10,525.75
451,167,10,8,1444.83
452,168,17,9,2995.75
453,168,1067,3,874.54
454,168,1317,1,4317.96
455,168,67,5,4149.18
456,169,675,7,1296.56
457,169,1475,3,4116.06
458,169,75,6,2797.73
459,169,1375,3,2647.16
460,169,475,3,1228.11
461,170,1962,10,2741.56
462,170,62,2,4321.89
463,170,12,9,2581.71
464,170,12,1,3510.07
465,171,913,3,2753.47
466,172,1508,3,303.02
467,172,982,4,99.9
468,172,1290,2,354.0
469,172,329,9,359.48
470,173,1861,7,878.31
471,173,411,6,1382.11
472,173,1411,6,4263.54
473,173,911,2,4878.92
474,174,1651,3,4167.51
475,174,1351,10,1575.86
476,174,251,3,3327.91
477,174,1451,7,1122.47
478,174,1201,9,3856.11
479,175,1411,9,2934.0
480,175,761,9,2462.27
481,176,1223,4,4703.72
482,176,123,6,1848.05
483,176,273,9,2545.55
484,177,305,4,1349.6
485,177,1828,4,3255.81
486,177,1056,10,532.36
487,177,1331,7,454.14
488,178,1921,10,2076.44
489,178,1121,5,3611.9
490,178,721,10,3362.75
491,178,21,1,4904.5
492,178,1271,10,1523.4
493,179,1271,9,3094.94
494,179,321,2,1410.45
495,179,71,5,4614.58
496,179,921,2,4057.49
497,180,1963,9,1433.84
498,180,248,9,1539.22
499,180,970,8,1388.73
500,180,1283,5,262.49
501,180,332,1,2902.77
502,181,1836,7,1765.64
503,181,1036,9,4209.44
504,182,1652,1,447.65
505,182,1102,8,1461.86
506,182,1302,4,4823.89
507,182,702,6,2259.5
508,183,290,6,4372.55
509,183,690,7,2526.08
510,184,1489,4,1931.89
511,184,39,3,1402.33
512,184,689,3,1502.32
513,184,1339,5,3934.37
514,184,239,1,73.11
515,185,95,3,1575.91
516,185,1795,5,3916.45
517,185,895,1,3126.39
518,186,969,3,4196.31
519,186,1412,9,2422.06
520,186,993,5,2317.49
521,187,1961,9,1102.49
522,187,112,8,703.55
523,188,190,4,1371.82
524,188,1590,8,1571.6
525,188,140,2,2549.21
526,188,1440,5,4452.42
527,188,1690,3,275.52
528,189,601,8,4384.38
529,189,1701,8,1283.5
530,190,1587,9,4252.42
531,190,1337,7,1753.9
532,190,1538,8,1831.6
533,190,384,6,1767.88
534,191,636,1,3637.35
535,191,786,7,3822.91
536,191,1086,5,4929.52
537,192,1311,1,316.07
538,192,611,6,1794.14
539,192,1911,7,3223.32
540,192,911,6,4250.12
541,192,411,4,1464.29
542,193,1159,5,4100.39
543,193,1259,5,1890.79
544,193,1959,6,3348.47
545,193,559,7,1099.44
546,193,909,4,2437.79
547,194,1272,2,1029.23
548,194,1722,8,4284.75
549,194,1022,6,3292.03
550,194,1172,6,1662.18
551,195,1037,3,1479.61
552,195,237,10,3355.28
553,195,387,8,4243.37
554,196,166,2,3583.45
555,196,1065,7,2235.36
556,196,12,8,1507.83
557,196,1763,4,1926.14
558,197,1701,8,541.84
559,197,1001,5,1155.59
560,197,1201,7,2888.54
561,198,439,7,3501.35
562,198,1289,9,2689.41
563,198,1589,4,3590.88
564,199,1491,8,1946.34
565,199,1441,6,2641.35
566,199,1091,1,2721.35
567,199,991,4,452.41
568,200,321,1,4304.73
569,200,121,4,3333.1
570,200,1371,3,4964.5
571,200,1671,1,1884.02
572,200,1471,8,1531.0
573,201,1638,5,4635.87
574,201,1089,10,1868.39
575,202,721,9,497.81
576,202,1721,1,2505.19
577,202,171,4,2282.56
578,202,321,4,590.52
579,203,666,5,1672.52
580,203,1816,3,1049.01
581,203,216,6,3480.53
582,203,1466,1,4824.87
583,203,1516,3,1480.43
584,204,159,7,4969.39
585,204,1879,8,1386.46
586,204,209,4,1698.07
587,205,1633,1,811.6
588,205,433,2,2350.13
589,205,983,1,692.07
590,206,25,8,1969.96
591,207,564,7,4853.96
592,207,814,4,1265.91
593,207,364,6,2020.49
594,208,1308,3,2982.47
595,209,82,2,1381.47
596,209,332,4,4738.19
597,209,332,2,2400.5
598,209,732,4,3359.32
599,209,1432,9,1860.99
600,210,1627,9,1850.14
601,210,1350,7,303.89
602,210,639,3,4118.64
603,211,942,5,225.88
604,211,1792,6,4641.62
605,212,1837,7,4479.61
606,212,486,2,4967.39
607,212,94,10,134.17
608,213,1834,3,1021.79
609,213,284,1,2557.58
610,213,734,1,3772.45
611,214,493,9,1884.64
612,214,693,9,363.37
613,214,1943,3,2804.89
614,214,843,4,3082.0
615,215,1175,8,3571.62
616,215,75,4,4136.79
617,215,1725,4,4541.83
618,215,1425,1,2331.2
619,216,25,1,1554.71
620,216,1325,8,4428.17
621,217,1630,7,1767.7
622,217,30,6,2603.33
623,217,830,10,3187.47
624,218,1071,7,4344.21
625,219,1534,3,1049.68
626,219,1458,5,949.32
627,219,1460,5,1239.14
628,219,273,1,2026.52
629,220,1653,10,2373.19
630,221,505,7,3806.06
631,222,1349,3,4175.13
632,222,1649,3,2760.56
633,222,1699,2,711.2
634,223,836,2,1384.37
635,223,1736,3,3198.28
636,224,510,4,160.68
637,224,1160,4,3472.17
638,224,310,1,124.63
639,225,1079,10,897.93
640,226,666,8,2857.51
641,226,1266,4,1711.47
642,227,225,7,959.78
643,227,1875,5,4476.64
644,228,998,10,4347.59
645,228,798,8,2921.11
646,228,148,6,1116.88
647,228,1548,2,4530.27
648,228,1548,1,2781.54
649,229,1153,7,1267.62
650,230,959,2,3620.54
651,230,359,6,2144.21
652,231,1482,4,2175.14
653,231,1832,10,770.62
654,232,1370,8,3553.08
655,232,1117,8,1017.64
656,232,1172,3,3471.49
657,233,320,5,2189.27
658,233,132,10,841.9
659,234,1938,4,1024.13
660,234,1086,2,1024.4
661,235,411,3,2452.46
662,235,1211,1,3868.48
663,235,61,5,4600.89
664,236,1408,2,4993.42
665,237,670,3,1295.62
666,237,320,6,1969.96
667,237,1170,1,2635.89
668,238,496,3,3485.98
669,238,1746,10,3473.26
670,238,1296,4,3231.48
671,238,96,8,1427.76
672,238,846,6,4619.57
673,239,1797,9,2261.56
674,239,1747,10,1857.79
675,239,447,10,444.45
676,240,1516,10,1760.55
677,240,1166,9,3511.6
678,240,1466,3,1759.55
679,240,666,8,689.1
680,240,966,3,3718.24
681,241,31,2,2809.89
682,241,831,10,4076.27
683,242,807,6,882.53
684,242,1396,10,534.97
685,242,935,9,1285.58
686,242,584,6,4772.99
687,242,956,7,4353.72
688,243,800,3,3339.63
689,244,43,3,3403.56
690,244,343,6,4024.1
691,245,212,1,4466.18
692,245,1631,6,1807.68
693,245,227,7,930.8
694,246,293,7,2256.2
695,246,866,9,179.54
696,246,1352,10,4145.65
697,247,1165,7,1545.97
698,248,1628,3,4214.77
699,249,1465,7,1634.83
700,249,320,4,744.15
701,249,49,7,3187.91
702,250,612,4,2418.36
703,250,1779,6,789.32
704,250,121,5,990.82
705,251,655,7,2690.81
706,252,748,2,3749.83
707,253,324,7,1414.39
708,253,1724,8,1444.54
709,254,878,4,233.22
710,254,1278,1,2328.0
711,254,778,2,3685.98
712,254,578,2,3679.15
713,254,1028,2,719.27
714,255,701,3,568.69
715,255,1201,9,2437.71
716,255,551,10,3281.91
717,256,138,1,3306.58
718,257,395,2,3673.23
719,258,355,10,3024.7
720,258,64,1,3579.06
721,258,581,7,1481.36
722,259,105,4,421.45
723,259,55,6,1883.82
724,259,1655,1,1124.28
725,260,1052,6,242.54
726,260,934,7,126.33
727,260,1126,7,2252.12
728,261,218,2,1694.05
729,261,1018,1,2855.7
730,261,668,2,1365.88
731,262,972,3,371.95
732,262,106,4,2722.42
733,263,222,2,4540.71
734,264,947,4,1353.06
735,264,197,1,1994.79
736,264,447,7,4819.25
737,264,747,1,3177.43
738,265,671,8,4488.61
739,265,221,3,770.85
740,265,1371,8,767.91
741,265,971,1,2751.41
742,266,1497,9,2212.93
743,266,647,1,3711.46
744,266,47,7,3387.55
745,267,1615,2,3377.16
746,267,815,10,3690.15
747,268,1655,1,177.41
748,268,1155,10,3075.23
749,268,155,9,615.61
750,268,1505,10,2285.77
751,268,1655,2,4970.01
752,269,1695,2,1710.38
753,269,1295,10,4324.63
754,269,1045,5,3131.98
755,269,895,6,1360.21
756,269,1795,4,1524.37
757,270,305,5,3241.64
758,270,830,8,1252.1
759,270,874,7,3145.49
760,271,1832,2,235.75
761,271,571,2,4763.36
762,271,1124,3,2849.36
763,271,129,3,3509.25
764,272,368,9,1206.22
765,272,1468,7,2304.81
766,272,968,9,379.91
767,272,968,8,65.07
768,273,1004,6,462.06
769,273,1554,4,995.43
770,274,931,10,933.15
771,275,1566,2,2258.77
772,275,766,3,2968.67
773,275,1666,6,3680.82
774,275,766,3,1937.71
775,275,316,7,336.83
776,276,858,2,4888.88
777,276,1948,1,2795.65
778,276,1202,1,3383.37
779,276,867,10,183.48
780,276,1590,10,943.62
781,277,431,4,1131.79
782,277,831,10,2997.86
783,277,1531,6,268.02
784,277,831,7,3525.94
785,278,696,6,4165.82
786,278,46,1,3409.94
787,278,1296,1,2764.57
788,278,1296,1,2109.64
789,279,1354,6,4461.14
790,279,1154,5,1592.57
791,279,1004,2,2945.94
792,279,54,5,3885.44
793,279,1954,3,1343.18
794,280,704,10,3069.6
795,280,1354,1,2229.08
796,280,1154,2,2927.24
797,280,1504,9,592.32
798,281,435,1,1223.2
799,281,985,2,2277.1
800,281,535,5,2839.28
801,282,1571,8,2205.49
802,283,1995,8,1728.0
803,283,1595,4,3702.16
804,283,595,2,1695.4
805,284,1743,9,1276.56
806,284,1793,9,1998.63
807,284,1243,4,4736.8
808,284,143,1,1103.9
809,285,878,4,3871.51
810,285,728,6,4715.37
811,285,778,6,1279.25
812,285,1928,8,1458.05
813,286,1017,1,2318.06
814,286,3,1,3824.64
815,286,1062,1,1077.07
816,286,215,9,490.54
817,286,350,1,622.6
818,287,1001,5,4537.79
819,287,1651,7,97.66
820,288,680,7,2023.0
821,288,1430,10,141.46
822,288,1080,7,1340.62
823,288,1580,5,4484.19
824,288,230,1,1439.45
825,289,1443,3,3462.84
826,289,1793,8,3464.6
827,289,1443,8,704.56
828,289,893,2,142.34
829,289,1293,5,3913.59
830,290,25,3,2639.95
831,291,845,6,2944.39
832,291,729,2,3551.09
833,291,1477,10,1619.47
834,292,1826,10,2276.45
835,292,1726,5,1793.77
836,292,1226,10,4818.78
837,292,1776,9,261.12
838,292,1676,4,2728.42
839,293,1556,8,4524.79
840,293,606,7,3867.13
841,293,506,1,3121.38
842,293,1456,1,2584.85
843,293,1656,8,1730.28
844,294,779,5,939.62
845,294,429,10,129.39
846,294,1079,3,1463.28
847,294,429,10,871.4
848,295,322,2,1620.86
849,295,422,3,601.24
850,295,772,7,2485.1
851,295,1922,1,4112.0
852,296,6,8,2535.08
853,296,1856,3,3543.12
854,296,856,3,3688.49
855,296,606,7,1834.64
856,296,1756,3,3789.53
857,297,522,1,3158.37
858,297,1272,5,3623.4
859,298,1765,4,3745.19
860,298,1115,7,4901.44
861,298,365,7,3033.23
862,299,567,9,1986.95
863,300,846,6,4941.66
864,301,1796,6,3330.84
865,301,1746,4,159.69
866,302,1589,2,3108.95
867,303,1426,7,4721.87
868,303,1017,2,1826.62
869,303,1058,9,3568.4
870,304,489,5,4056.39
871,304,1905,2,937.78
872,305,1492,8,2822.34
873,305,692,2,1556.38
874,305,1542,8,3776.18
875,305,1042,5,766.29
876,305,392,6,166.99
877,306,59,1,3269.31
878,306,359,1,2244.25
879,306,709,7,2263.83
880,307,1553,8,3987.36
881,307,353,7,3579.25
882,307,1453,4,1992.68
883,308,125,6,3834.18
884,308,375,2,4163.33
885,308,525,4,791.66
886,308,575,6,2211.84
887,309,1783,3,4805.66
888,310,627,3,3492.17
889,310,677,6,3735.67
890,310,877,8,1054.68
891,311,76,7,1567.54
892,311,976,1,353.94
893,311,526,10,817.67
894,311,176,7,3399.18
895,312,1387,10,3291.14
896,312,676,7,4153.47
897,313,1641,5,50.73
898,313,1141,4,1523.42
899,313,991,8,3821.44
900,313,791,5,1755.52
901,314,1793,9,3255.09
902,314,1593,3,2119.85
903,315,1321,6,945.15
904,315,1581,4,4569.78
905,315,884,7,2419.46
906,316,1524,5,2941.52
907,316,674,9,3792.13
908,316,1624,10,1271.67
909,316,24,8,1838.18
910,317,1326,1,4287.39
911,317,1276,5,2218.27
912,317,326,6,1322.34
913,318,726,10,3324.76
914,318,1776,1,386.91
915,318,1376,9,3656.35
916,319,1745,4,2581.64
917,319,345,6,4528.27
918,319,895,3,4337.44
919,319,545,9,2281.18
920,320,1061,5,1162.32
921,320,478,3,4123.7
922,320,556,10,3461.38
923,321,492,5,4370.61
924,321,1125,3,4025.47
925,321,652,1,821.4
926,321,637,5,4109.65
927,322,618,7,3527.91
928,322,1432,10,3570.67
929,322,869,9,3199.54
930,322,1056,1,2719.35
931,322,1076,8,2032.81
932,323,357,5,2224.02
933,323,999,8,562.82
934,323,340,6,2254.88
935,324,185,3,371.64
936,324,1785,8,1097.56
937,324,235,8,4231.48
938,324,1785,4,3723.16
939,325,19,2,2019.12
940,325,1269,7,4342.31
941,325,419,2,2149.78
942,325,169,5,3746.32
943,326,1035,7,902.85
944,326,1185,2,2535.93
945,326,1485,3,1594.5
946,326,985,10,4869.6
947,327,832,9,2146.86
948,327,1982,1,4935.16
949,328,179,10,747.67
950,328,529,8,2707.05
951,328,1329,3,1001.79
952,328,729,6,4983.11
953,329,1552,5,1738.54
954,329,352,3,4978.35
955,329,1502,8,4169.91
956,329,402,2,4822.15
957,329,852,6,4385.25
958,330,1757,2,4141.93
959,330,371,6,467.01
960,330,1943,2,3921.83
961,330,136,1,2282.19
962,330,1142,1,2202.18
963,331,1243,7,4513.63
964,331,1693,5,1597.93
965,331,243,9,1022.39
966,331,193,7,4454.06
967,332,1701,4,1253.21
968,332,1901,3,4085.98
969,333,661,5,3505.63
970,334,139,10,3826.67
971,334,1189,8,2382.57
972,334,1339,4,521.7
973,334,739,8,59.22
974,335,297,5,4017.98
975,335,1147,4,1682.27
976,335,397,6,1972.34
977,335,147,4,3938.73
978,336,1383,4,2125.82
979,336,1983,5,4915.7
980,336,483,5,3610.81
981,336,1033,10,2563.41
982,337,1876,4,3770.38
983,338,1560,1,1916.19
984,338,396,1,1410.03
985,338,1157,10,1507.91
986,338,286,10,3068.64
987,339,184,3,1368.46
988,339,1258,5,4787.19
989,340,1339,10,2916.18
990,340,1089,4,2538.07
991,340,339,3,4380.52
992,341,402,3,3630.31
993,342,1538,1,3915.98
994,342,1938,6,3127.31
995,342,1788,5,2475.85
996,342,1838,7,439.2
997,342,238,9,4938.7
998,343,796,9,220.46
999,344,1947,6,3426.66
1000,344,97,5,4357.35
1001,345,1545,7,54.81
1002,345,245,6,2493.32
1003,345,1745,4,969.54
1004,345,545,2,642.6
1005,345,1845,6,1367.02
1006,346,1348,8,2996.41
1007,346,1248,2,3001.76
1008,346,1198,10,4006.66
1009,347,455,5,375.53
1010,348,1145,10,1548.01
1011,348,45,4,3941.57
1012,348,1695,1,4510.16
1013,348,745,1,4454.77
1014,349,34,2,1734.62
1015,350,853,10,1955.76
1016,350,37,4,3061.91
1017,351,1313,3,341.17
1018,351,1763,10,2099.56
1019,351,963,2,1889.49
1020,352,1991,3,3982.22
1021,352,1591,6,4827.9
1022,352,741,3,4638.98
1023,353,1286,10,2502.5
1024,353,1386,5,2088.42
1025,353,1936,9,4423.19
1026,353,36,6,1647.38
1027,353,1586,2,3431.62
1028,354,334,6,4466.69
1029,354,1470,8,3795.76
1030,354,580,5,543.72
1031,354,65,10,1064.02
1032,354,1728,4,2855.69
1033,355,1592,2,3483.38
1034,356,94,9,4573.66
1035,356,1744,6,3398.43
1036,356,1994,7,2676.68
1037,356,344,1,1342.75
1038,357,1160,9,3400.64
1039,357,60,9,2955.51
1040,358,1685,9,3964.3
1041,358,635,10,3589.52
1042,359,31,9,3961.05
1043,359,931,7,2856.01
1044,359,431,5,2620.84
1045,359,181,4,3474.93
